row_idx,session_id,user_id,device_id,window_id,window_start,window_end,graph_path,mouse_n_native_embeddings,keyboard_n_native_embeddings,notif_source,switching_graph_id,fallback_mouse,fallback_keyboard,fallback_notif,fallback_switching,fallback_reason_mouse,fallback_reason_keyboard,fallback_reason_notif,fallback_reason_switching
418,session_20260520_222844_7c414b,hffz,device_740f6f87,w000004,1779313004.471316,1779313124.471316,data\session_20260520_222844_7c414b\data_graph\data_graph_120s\graph_005.json,8,1,onnx,w000004,False,False,False,False,,,,
419,session_20260520_222844_7c414b,hffz,device_740f6f87,w000005,1779313124.471316,1779313244.471316,data\session_20260520_222844_7c414b\data_graph\data_graph_120s\graph_006.json,0,0,onnx,w000005,True,True,False,False,few_events(0),few_keystrokes(0),,
420,session_20260520_222844_7c414b,hffz,device_740f6f87,w000006,1779313244.471316,1779313364.471316,data\session_20260520_222844_7c414b\data_graph\data_graph_120s\graph_007.json,0,0,onnx,w000006,True,True,False,False,few_events(0),few_keystrokes(0),,
421,session_20260520_222844_7c414b,hffz,device_740f6f87,w000007,1779313364.471316,1779313484.471316,data\session_20260520_222844_7c414b\data_graph\data_graph_120s\graph_008.json,0,0,onnx,w000007,True,True,False,False,few_events(0),few_keystrokes(0),,
422,session_20260520_222844_7c414b,hffz,device_740f6f87,w000008,1779313484.471316,1779313604.471316,data\session_20260520_222844_7c414b\data_graph\data_graph_120s\graph_009.json,1,0,onnx,w000008,False,True,False,False,,few_keystrokes(0),,
423,session_20260520_222844_7c414b,hffz,device_740f6f87,w000009,1779313604.471316,1779313724.471316,data\session_20260520_222844_7c414b\data_graph\data_graph_120s\graph_010.json,0,0,onnx,w000009,True,True,False,False,few_events(0),few_keystrokes(0),,
424,session_20260520_222844_7c414b,hffz,device_740f6f87,w000010,1779313724.471316,1779313844.471316,data\session_20260520_222844_7c414b\data_graph\data_graph_120s\graph_011.json,0,0,onnx,w000010,True,True,False,False,few_events(0),few_keystrokes(0),,
425,session_20260520_222844_7c414b,hffz,device_740f6f87,w000011,1779313844.471316,1779313964.471316,data\session_20260520_222844_7c414b\data_graph\data_graph_120s\graph_012.json,0,0,onnx,w000011,True,True,False,False,few_events(2),few_keystrokes(0),,
426,session_20260520_222844_7c414b,hffz,device_740f6f87,w000012,1779313964.471316,1779314084.471316,data\session_20260520_222844_7c414b\data_graph\data_graph_120s\graph_013.json,5,0,onnx,w000012,False,True,False,False,,few_keystrokes(2),,
427,session_20260520_222844_7c414b,hffz,device_740f6f87,w000013,1779314084.471316,1779314204.471316,data\session_20260520_222844_7c414b\data_graph\data_graph_120s\graph_014.json,1,0,onnx,w000013,False,True,False,False,,few_keystrokes(0),,
428,session_20260520_222844_7c414b,hffz,device_740f6f87,w000014,1779314204.471316,1779314324.471316,data\session_20260520_222844_7c414b\data_graph\data_graph_120s\graph_015.json,10,2,onnx,w000014,False,False,False,False,,,,
429,session_20260520_222844_7c414b,hffz,device_740f6f87,w000015,1779314324.471316,1779314444.471316,data\session_20260520_222844_7c414b\data_graph\data_graph_120s\graph_016.json,9,0,onnx,w000015,False,True,False,False,,few_keystrokes(0),,
430,session_20260520_222844_7c414b,hffz,device_740f6f87,w000016,1779314444.471316,1779314564.471316,data\session_20260520_222844_7c414b\data_graph\data_graph_120s\graph_017.json,6,0,onnx,w000016,False,True,False,False,,few_keystrokes(3),,
431,session_20260520_222844_7c414b,hffz,device_740f6f87,w000017,1779314564.471316,1779314684.471316,data\session_20260520_222844_7c414b\data_graph\data_graph_120s\graph_018.json,1,0,onnx,w000017,False,True,False,False,,few_keystrokes(0),,
432,session_20260520_222844_7c414b,hffz,device_740f6f87,w000018,1779314684.471316,1779314804.471316,data\session_20260520_222844_7c414b\data_graph\data_graph_120s\graph_019.json,8,0,onnx,w000018,False,True,False,False,,few_keystrokes(0),,
433,session_20260520_222844_7c414b,hffz,device_740f6f87,w000019,1779314804.471316,1779314924.471316,data\session_20260520_222844_7c414b\data_graph\data_graph_120s\graph_020.json,4,1,onnx,w000019,False,False,False,False,,,,
434,session_20260520_222844_7c414b,hffz,device_740f6f87,w000020,1779314924.471316,1779315044.471316,data\session_20260520_222844_7c414b\data_graph\data_graph_120s\graph_021.json,1,0,onnx,w000020,False,True,False,False,,few_keystrokes(0),,
435,session_20260520_222844_7c414b,hffz,device_740f6f87,w000021,1779315044.471316,1779315164.471316,data\session_20260520_222844_7c414b\data_graph\data_graph_120s\graph_022.json,1,0,onnx,w000021,False,True,False,False,,few_keystrokes(0),,
436,session_20260520_222844_7c414b,hffz,device_740f6f87,w000022,1779315164.471316,1779315284.471316,data\session_20260520_222844_7c414b\data_graph\data_graph_120s\graph_023.json,6,0,onnx,w000022,False,True,False,False,,few_keystrokes(0),,
437,session_20260520_222844_7c414b,hffz,device_740f6f87,w000023,1779315284.471316,1779315404.471316,data\session_20260520_222844_7c414b\data_graph\data_graph_120s\graph_024.json,8,0,onnx,w000023,False,True,False,False,,few_keystrokes(0),,
438,session_20260520_222844_7c414b,hffz,device_740f6f87,w000024,1779315404.471316,1779315524.471316,data\session_20260520_222844_7c414b\data_graph\data_graph_120s\graph_025.json,0,0,onnx,w000024,True,True,False,False,few_events(6),few_keystrokes(0),,
439,session_20260520_222844_7c414b,hffz,device_740f6f87,w000025,1779315524.471316,1779315644.471316,data\session_20260520_222844_7c414b\data_graph\data_graph_120s\graph_026.json,0,0,onnx,w000025,True,True,False,False,few_events(0),few_keystrokes(0),,
440,session_20260520_222844_7c414b,hffz,device_740f6f87,w000026,1779315644.471316,1779315764.471316,data\session_20260520_222844_7c414b\data_graph\data_graph_120s\graph_027.json,1,0,onnx,w000026,False,True,False,False,,few_keystrokes(0),,
441,session_20260520_222844_7c414b,hffz,device_740f6f87,w000027,1779315764.471316,1779315884.471316,data\session_20260520_222844_7c414b\data_graph\data_graph_120s\graph_028.json,3,1,onnx,w000027,False,False,False,False,,,,
442,session_20260520_222844_7c414b,hffz,device_740f6f87,w000028,1779315884.471316,1779316004.471316,data\session_20260520_222844_7c414b\data_graph\data_graph_120s\graph_029.json,2,0,onnx,w000028,False,True,False,False,,few_keystrokes(0),,
443,session_20260520_222844_7c414b,hffz,device_740f6f87,w000029,1779316004.471316,1779316124.471316,data\session_20260520_222844_7c414b\data_graph\data_graph_120s\graph_030.json,0,0,onnx,w000029,True,True,False,False,few_events(0),few_keystrokes(0),,
444,session_20260520_222844_7c414b,hffz,device_740f6f87,w000030,1779316124.471316,1779316124.496487,data\session_20260520_222844_7c414b\data_graph\data_graph_120s\graph_031.json,0,0,onnx,w000030,True,True,False,False,few_events(0),few_keystrokes(0),,
445,session_20260521_174609_da1dd3,dem,browser_mp03ekmbeazr37,w000000,1779381969.6096494,1779382089.6096494,data\session_20260521_174609_da1dd3\data_graph\data_graph_120s\graph_001.json,20,1,onnx,w000000,False,False,False,False,,,,
446,session_20260521_174609_da1dd3,dem,browser_mp03ekmbeazr37,w000001,1779382089.6096494,1779382209.6096494,data\session_20260521_174609_da1dd3\data_graph\data_graph_120s\graph_002.json,18,0,onnx,w000001,False,True,False,False,,few_keystrokes(0),,
447,session_20260521_174609_da1dd3,dem,browser_mp03ekmbeazr37,w000002,1779382209.6096494,1779382329.6096494,data\session_20260521_174609_da1dd3\data_graph\data_graph_120s\graph_003.json,25,0,onnx,w000002,False,True,False,False,,few_keystrokes(0),,
448,session_20260521_174609_da1dd3,dem,browser_mp03ekmbeazr37,w000003,1779382329.6096494,1779382449.6096494,data\session_20260521_174609_da1dd3\data_graph\data_graph_120s\graph_004.json,25,0,onnx,w000003,False,True,False,False,,few_keystrokes(0),,
449,session_20260521_174609_da1dd3,dem,browser_mp03ekmbeazr37,w000004,1779382449.6096494,1779382569.6096494,data\session_20260521_174609_da1dd3\data_graph\data_graph_120s\graph_005.json,15,0,onnx,w000004,False,True,False,False,,few_keystrokes(0),,
450,session_20260521_174609_da1dd3,dem,browser_mp03ekmbeazr37,w000005,1779382569.6096494,1779382689.6096494,data\session_20260521_174609_da1dd3\data_graph\data_graph_120s\graph_006.json,14,0,onnx,w000005,False,True,False,False,,few_keystrokes(0),,
451,session_20260521_174609_da1dd3,dem,browser_mp03ekmbeazr37,w000006,1779382689.6096494,1779382809.6096494,data\session_20260521_174609_da1dd3\data_graph\data_graph_120s\graph_007.json,21,0,onnx,w000006,False,True,False,False,,few_keystrokes(0),,
452,session_20260521_174609_da1dd3,dem,browser_mp03ekmbeazr37,w000007,1779382809.6096494,1779382929.6096494,data\session_20260521_174609_da1dd3\data_graph\data_graph_120s\graph_008.json,20,0,onnx,w000007,False,True,False,False,,few_keystrokes(0),,
453,session_20260521_174609_da1dd3,dem,browser_mp03ekmbeazr37,w000008,1779382929.6096494,1779383049.6096494,data\session_20260521_174609_da1dd3\data_graph\data_graph_120s\graph_009.json,20,0,onnx,w000008,False,True,False,False,,few_keystrokes(0),,
454,session_20260521_174609_da1dd3,dem,browser_mp03ekmbeazr37,w000009,1779383049.6096494,1779383169.6096494,data\session_20260521_174609_da1dd3\data_graph\data_graph_120s\graph_010.json,16,1,onnx,w000009,False,False,False,False,,,,
455,session_20260521_174609_da1dd3,dem,browser_mp03ekmbeazr37,w000010,1779383169.6096494,1779383289.6096494,data\session_20260521_174609_da1dd3\data_graph\data_graph_120s\graph_011.json,12,1,onnx,w000010,False,False,False,False,,,,
456,session_20260521_174609_da1dd3,dem,browser_mp03ekmbeazr37,w000011,1779383289.6096494,1779383409.6096494,data\session_20260521_174609_da1dd3\data_graph\data_graph_120s\graph_012.json,12,1,onnx,w000011,False,False,False,False,,,,
457,session_20260521_174609_da1dd3,dem,browser_mp03ekmbeazr37,w000012,1779383409.6096494,1779383529.6096494,data\session_20260521_174609_da1dd3\data_graph\data_graph_120s\graph_013.json,3,3,onnx,w000012,False,False,False,False,,,,
458,session_20260521_174609_da1dd3,dem,browser_mp03ekmbeazr37,w000013,1779383529.6096494,1779383649.6096494,data\session_20260521_174609_da1dd3\data_graph\data_graph_120s\graph_014.json,7,1,onnx,w000013,False,False,False,False,,,,
459,session_20260521_174609_da1dd3,dem,browser_mp03ekmbeazr37,w000014,1779383649.6096494,1779383769.5169623,data\session_20260521_174609_da1dd3\data_graph\data_graph_120s\graph_015.json,16,1,onnx,w000014,False,False,False,False,,,,
460,session_20260521_185046_ac3461,dem,browser_mp03ekmbeazr37,w000000,1779385847.06295,1779385967.06295,data\session_20260521_185046_ac3461\data_graph\data_graph_120s\graph_001.json,13,0,onnx,w000000,False,True,False,False,,few_keystrokes(4),,
461,session_20260521_185046_ac3461,dem,browser_mp03ekmbeazr37,w000001,1779385967.06295,1779386087.06295,data\session_20260521_185046_ac3461\data_graph\data_graph_120s\graph_002.json,21,1,onnx,w000001,False,False,False,False,,,,
462,session_20260521_185046_ac3461,dem,browser_mp03ekmbeazr37,w000002,1779386087.06295,1779386207.06295,data\session_20260521_185046_ac3461\data_graph\data_graph_120s\graph_003.json,22,0,onnx,w000002,False,True,False,False,,few_keystrokes(0),,
463,session_20260521_185046_ac3461,dem,browser_mp03ekmbeazr37,w000003,1779386207.06295,1779386327.06295,data\session_20260521_185046_ac3461\data_graph\data_graph_120s\graph_004.json,3,0,onnx,w000003,False,True,False,False,,few_keystrokes(0),,
464,session_20260521_185046_ac3461,dem,browser_mp03ekmbeazr37,w000004,1779386327.06295,1779386447.06295,data\session_20260521_185046_ac3461\data_graph\data_graph_120s\graph_005.json,9,0,onnx,w000004,False,True,False,False,,few_keystrokes(0),,
465,session_20260521_185046_ac3461,dem,browser_mp03ekmbeazr37,w000005,1779386447.06295,1779386567.06295,data\session_20260521_185046_ac3461\data_graph\data_graph_120s\graph_006.json,15,2,onnx,w000005,False,False,False,False,,,,
466,session_20260521_185046_ac3461,dem,browser_mp03ekmbeazr37,w000006,1779386567.06295,1779386687.06295,data\session_20260521_185046_ac3461\data_graph\data_graph_120s\graph_007.json,3,1,onnx,w000006,False,False,False,False,,,,
467,session_20260521_185046_ac3461,dem,browser_mp03ekmbeazr37,w000007,1779386687.06295,1779386807.06295,data\session_20260521_185046_ac3461\data_graph\data_graph_120s\graph_008.json,0,1,onnx,w000007,True,False,False,False,few_events(0),,,
468,session_20260521_185046_ac3461,dem,browser_mp03ekmbeazr37,w000008,1779386807.06295,1779386927.06295,data\session_20260521_185046_ac3461\data_graph\data_graph_120s\graph_009.json,8,4,onnx,w000008,False,False,False,False,,,,
469,session_20260521_185046_ac3461,dem,browser_mp03ekmbeazr37,w000009,1779386927.06295,1779387047.06295,data\session_20260521_185046_ac3461\data_graph\data_graph_120s\graph_010.json,6,9,onnx,w000009,False,False,False,False,,,,
470,session_20260521_185046_ac3461,dem,browser_mp03ekmbeazr37,w000010,1779387047.06295,1779387167.06295,data\session_20260521_185046_ac3461\data_graph\data_graph_120s\graph_011.json,9,4,onnx,w000010,False,False,False,False,,,,
471,session_20260521_185046_ac3461,dem,browser_mp03ekmbeazr37,w000011,1779387167.06295,1779387287.06295,data\session_20260521_185046_ac3461\data_graph\data_graph_120s\graph_012.json,14,17,onnx,w000011,False,False,False,False,,,,
472,session_20260521_185046_ac3461,dem,browser_mp03ekmbeazr37,w000012,1779387287.06295,1779387407.06295,data\session_20260521_185046_ac3461\data_graph\data_graph_120s\graph_013.json,25,0,onnx,w000012,False,True,False,False,,few_keystrokes(0),,
473,session_20260521_185046_ac3461,dem,browser_mp03ekmbeazr37,w000013,1779387407.06295,1779387527.06295,data\session_20260521_185046_ac3461\data_graph\data_graph_120s\graph_014.json,14,13,onnx,w000013,False,False,False,False,,,,
474,session_20260521_185046_ac3461,dem,browser_mp03ekmbeazr37,w000014,1779387527.06295,1779387647.06295,data\session_20260521_185046_ac3461\data_graph\data_graph_120s\graph_015.json,8,14,onnx,w000014,False,False,False,False,,,,
475,session_20260521_185046_ac3461,dem,browser_mp03ekmbeazr37,w000015,1779387647.06295,1779387647.3488348,data\session_20260521_185046_ac3461\data_graph\data_graph_120s\graph_016.json,0,0,onnx,w000015,True,True,False,False,few_events(0),few_keystrokes(0),,
476,session_20260521_203934_557784,dem,browser_mp03ekmbeazr37,w000000,1779392374.540182,1779392494.540182,data\session_20260521_203934_557784\data_graph\data_graph_120s\graph_001.json,5,1,onnx,w000000,False,False,False,False,,,,
477,session_20260521_203934_557784,dem,browser_mp03ekmbeazr37,w000001,1779392494.540182,1779392614.540182,data\session_20260521_203934_557784\data_graph\data_graph_120s\graph_002.json,1,1,onnx,w000001,False,False,False,False,,,,
478,session_20260521_203934_557784,dem,browser_mp03ekmbeazr37,w000002,1779392614.540182,1779392734.540182,data\session_20260521_203934_557784\data_graph\data_graph_120s\graph_003.json,1,0,onnx,w000002,False,True,False,False,,few_keystrokes(0),,
479,session_20260521_203934_557784,dem,browser_mp03ekmbeazr37,w000003,1779392734.540182,1779392854.540182,data\session_20260521_203934_557784\data_graph\data_graph_120s\graph_004.json,1,0,onnx,w000003,False,True,False,False,,few_keystrokes(2),,
480,session_20260521_203934_557784,dem,browser_mp03ekmbeazr37,w000004,1779392854.540182,1779392974.540182,data\session_20260521_203934_557784\data_graph\data_graph_120s\graph_005.json,5,0,onnx,w000004,False,True,False,False,,few_keystrokes(3),,
481,session_20260521_203934_557784,dem,browser_mp03ekmbeazr37,w000005,1779392974.540182,1779393094.540182,data\session_20260521_203934_557784\data_graph\data_graph_120s\graph_006.json,17,0,onnx,w000005,False,True,False,False,,few_keystrokes(4),,
482,session_20260521_203934_557784,dem,browser_mp03ekmbeazr37,w000006,1779393094.540182,1779393214.540182,data\session_20260521_203934_557784\data_graph\data_graph_120s\graph_007.json,8,0,onnx,w000006,False,True,False,False,,few_keystrokes(0),,
483,session_20260521_203934_557784,dem,browser_mp03ekmbeazr37,w000007,1779393214.540182,1779393334.540182,data\session_20260521_203934_557784\data_graph\data_graph_120s\graph_008.json,3,3,onnx,w000007,False,False,False,False,,,,
484,session_20260521_203934_557784,dem,browser_mp03ekmbeazr37,w000008,1779393334.540182,1779393454.540182,data\session_20260521_203934_557784\data_graph\data_graph_120s\graph_009.json,6,0,onnx,w000008,False,True,False,False,,few_keystrokes(0),,
485,session_20260521_203934_557784,dem,browser_mp03ekmbeazr37,w000009,1779393454.540182,1779393574.540182,data\session_20260521_203934_557784\data_graph\data_graph_120s\graph_010.json,16,12,onnx,w000009,False,False,False,False,,,,
486,session_20260521_203934_557784,dem,browser_mp03ekmbeazr37,w000010,1779393574.540182,1779393694.540182,data\session_20260521_203934_557784\data_graph\data_graph_120s\graph_011.json,10,0,onnx,w000010,False,True,False,False,,few_keystrokes(4),,
487,session_20260521_203934_557784,dem,browser_mp03ekmbeazr37,w000011,1779393694.540182,1779393814.540182,data\session_20260521_203934_557784\data_graph\data_graph_120s\graph_012.json,20,0,onnx,w000011,False,True,False,False,,few_keystrokes(0),,
488,session_20260521_203934_557784,dem,browser_mp03ekmbeazr37,w000012,1779393814.540182,1779393934.540182,data\session_20260521_203934_557784\data_graph\data_graph_120s\graph_013.json,13,0,onnx,w000012,False,True,False,False,,few_keystrokes(0),,
489,session_20260521_203934_557784,dem,browser_mp03ekmbeazr37,w000013,1779393934.540182,1779394054.540182,data\session_20260521_203934_557784\data_graph\data_graph_120s\graph_014.json,18,0,onnx,w000013,False,True,False,False,,few_keystrokes(0),,
490,session_20260521_203934_557784,dem,browser_mp03ekmbeazr37,w000014,1779394054.540182,1779394174.540182,data\session_20260521_203934_557784\data_graph\data_graph_120s\graph_015.json,16,0,onnx,w000014,False,True,False,False,,few_keystrokes(0),,
491,session_20260521_203934_557784,dem,browser_mp03ekmbeazr37,w000015,1779394174.540182,1779394174.6973438,data\session_20260521_203934_557784\data_graph\data_graph_120s\graph_016.json,0,0,onnx,w000015,True,True,False,False,few_events(1),few_keystrokes(0),,
492,session_20260523_164010_9f2f78,browser_mp835qq4j4kymt,browser_mp835qq4j4kymt,w000000,1779550810.8720748,1779550930.8720748,data\session_20260523_164010_9f2f78\data_graph\data_graph_120s\graph_001.json,5,16,onnx,w000000,False,False,False,False,,,,
493,session_20260523_164010_9f2f78,browser_mp835qq4j4kymt,browser_mp835qq4j4kymt,w000001,1779550930.8720748,1779551050.8720748,data\session_20260523_164010_9f2f78\data_graph\data_graph_120s\graph_002.json,8,1,onnx,w000001,False,False,False,False,,,,
494,session_20260523_164010_9f2f78,browser_mp835qq4j4kymt,browser_mp835qq4j4kymt,w000002,1779551050.8720748,1779551170.8720748,data\session_20260523_164010_9f2f78\data_graph\data_graph_120s\graph_003.json,4,6,onnx,w000002,False,False,False,False,,,,
495,session_20260523_164010_9f2f78,browser_mp835qq4j4kymt,browser_mp835qq4j4kymt,w000003,1779551170.8720748,1779551290.8720748,data\session_20260523_164010_9f2f78\data_graph\data_graph_120s\graph_004.json,0,0,onnx,w000003,True,True,False,False,few_events(0),few_keystrokes(0),,
496,session_20260523_164010_9f2f78,browser_mp835qq4j4kymt,browser_mp835qq4j4kymt,w000004,1779551290.8720748,1779551410.8720748,data\session_20260523_164010_9f2f78\data_graph\data_graph_120s\graph_005.json,3,0,onnx,w000004,False,True,False,False,,few_keystrokes(0),,
497,session_20260523_164010_9f2f78,browser_mp835qq4j4kymt,browser_mp835qq4j4kymt,w000005,1779551410.8720748,1779551530.8720748,data\session_20260523_164010_9f2f78\data_graph\data_graph_120s\graph_006.json,1,12,onnx,w000005,False,False,False,False,,,,
498,session_20260523_164010_9f2f78,browser_mp835qq4j4kymt,browser_mp835qq4j4kymt,w000006,1779551530.8720748,1779551650.8720748,data\session_20260523_164010_9f2f78\data_graph\data_graph_120s\graph_007.json,0,0,onnx,w000006,True,True,False,False,few_events(0),few_keystrokes(0),,
499,session_20260523_164010_9f2f78,browser_mp835qq4j4kymt,browser_mp835qq4j4kymt,w000007,1779551650.8720748,1779551770.8720748,data\session_20260523_164010_9f2f78\data_graph\data_graph_120s\graph_008.json,0,0,onnx,w000007,True,True,False,False,few_events(0),few_keystrokes(0),,
500,session_20260523_164010_9f2f78,browser_mp835qq4j4kymt,browser_mp835qq4j4kymt,w000008,1779551770.8720748,1779551890.8720748,data\session_20260523_164010_9f2f78\data_graph\data_graph_120s\graph_009.json,0,0,onnx,w000008,True,True,False,False,few_events(0),few_keystrokes(0),,
501,session_20260523_164010_9f2f78,browser_mp835qq4j4kymt,browser_mp835qq4j4kymt,w000009,1779551890.8720748,1779552010.8720748,data\session_20260523_164010_9f2f78\data_graph\data_graph_120s\graph_010.json,1,0,onnx,w000009,False,True,False,False,,few_keystrokes(0),,
502,session_20260523_164010_9f2f78,browser_mp835qq4j4kymt,browser_mp835qq4j4kymt,w000010,1779552010.8720748,1779552130.8720748,data\session_20260523_164010_9f2f78\data_graph\data_graph_120s\graph_011.json,12,0,onnx,w000010,False,True,False,False,,few_keystrokes(0),,
503,session_20260523_164010_9f2f78,browser_mp835qq4j4kymt,browser_mp835qq4j4kymt,w000011,1779552130.8720748,1779552250.8720748,data\session_20260523_164010_9f2f78\data_graph\data_graph_120s\graph_012.json,21,1,onnx,w000011,False,False,False,False,,,,
504,session_20260523_164010_9f2f78,browser_mp835qq4j4kymt,browser_mp835qq4j4kymt,w000012,1779552250.8720748,1779552370.8720748,data\session_20260523_164010_9f2f78\data_graph\data_graph_120s\graph_013.json,15,0,onnx,w000012,False,True,False,False,,few_keystrokes(0),,
505,session_20260523_164010_9f2f78,browser_mp835qq4j4kymt,browser_mp835qq4j4kymt,w000013,1779552370.8720748,1779552490.8720748,data\session_20260523_164010_9f2f78\data_graph\data_graph_120s\graph_014.json,20,0,onnx,w000013,False,True,False,False,,few_keystrokes(0),,
506,session_20260523_164010_9f2f78,browser_mp835qq4j4kymt,browser_mp835qq4j4kymt,w000014,1779552490.8720748,1779552610.8720748,data\session_20260523_164010_9f2f78\data_graph\data_graph_120s\graph_015.json,5,0,onnx,w000014,False,True,False,False,,few_keystrokes(0),,
507,session_20260523_164010_9f2f78,browser_mp835qq4j4kymt,browser_mp835qq4j4kymt,w000015,1779552610.8720748,1779552611.294453,data\session_20260523_164010_9f2f78\data_graph\data_graph_120s\graph_016.json,0,0,onnx,w000015,True,True,False,False,few_events(0),few_keystrokes(0),,
508,session_20260524_101641_ea7d5a,browser_mp835qq4j4kymt,browser_mp835qq4j4kymt,w000000,1779614201.1941133,1779614321.1941133,data\session_20260524_101641_ea7d5a\data_graph\data_graph_120s\graph_001.json,15,13,onnx,w000000,False,False,False,False,,,,
509,session_20260524_101641_ea7d5a,browser_mp835qq4j4kymt,browser_mp835qq4j4kymt,w000001,1779614321.1941133,1779614441.1941133,data\session_20260524_101641_ea7d5a\data_graph\data_graph_120s\graph_002.json,20,1,onnx,w000001,False,False,False,False,,,,
510,session_20260524_101641_ea7d5a,browser_mp835qq4j4kymt,browser_mp835qq4j4kymt,w000002,1779614441.1941133,1779614561.1941133,data\session_20260524_101641_ea7d5a\data_graph\data_graph_120s\graph_003.json,17,1,onnx,w000002,False,False,False,False,,,,
511,session_20260524_101641_ea7d5a,browser_mp835qq4j4kymt,browser_mp835qq4j4kymt,w000003,1779614561.1941133,1779614681.1941133,data\session_20260524_101641_ea7d5a\data_graph\data_graph_120s\graph_004.json,7,4,onnx,w000003,False,False,False,False,,,,
512,session_20260524_101641_ea7d5a,browser_mp835qq4j4kymt,browser_mp835qq4j4kymt,w000004,1779614681.1941133,1779614801.1941133,data\session_20260524_101641_ea7d5a\data_graph\data_graph_120s\graph_005.json,15,1,onnx,w000004,False,False,False,False,,,,
513,session_20260524_101641_ea7d5a,browser_mp835qq4j4kymt,browser_mp835qq4j4kymt,w000005,1779614801.1941133,1779614921.1941133,data\session_20260524_101641_ea7d5a\data_graph\data_graph_120s\graph_006.json,23,1,onnx,w000005,False,False,False,False,,,,
514,session_20260524_101641_ea7d5a,browser_mp835qq4j4kymt,browser_mp835qq4j4kymt,w000006,1779614921.1941133,1779615041.1941133,data\session_20260524_101641_ea7d5a\data_graph\data_graph_120s\graph_007.json,21,1,onnx,w000006,False,False,False,False,,,,
515,session_20260524_101641_ea7d5a,browser_mp835qq4j4kymt,browser_mp835qq4j4kymt,w000007,1779615041.1941133,1779615161.1941133,data\session_20260524_101641_ea7d5a\data_graph\data_graph_120s\graph_008.json,9,5,onnx,w000007,False,False,False,False,,,,
516,session_20260524_101641_ea7d5a,browser_mp835qq4j4kymt,browser_mp835qq4j4kymt,w000008,1779615161.1941133,1779615281.1941133,data\session_20260524_101641_ea7d5a\data_graph\data_graph_120s\graph_009.json,21,2,onnx,w000008,False,False,False,False,,,,
517,session_20260524_101641_ea7d5a,browser_mp835qq4j4kymt,browser_mp835qq4j4kymt,w000009,1779615281.1941133,1779615401.1941133,data\session_20260524_101641_ea7d5a\data_graph\data_graph_120s\graph_010.json,10,0,onnx,w000009,False,True,False,False,,few_keystrokes(1),,
518,session_20260524_101641_ea7d5a,browser_mp835qq4j4kymt,browser_mp835qq4j4kymt,w000010,1779615401.1941133,1779615521.1941133,data\session_20260524_101641_ea7d5a\data_graph\data_graph_120s\graph_011.json,5,7,onnx,w000010,False,False,False,False,,,,
519,session_20260524_101641_ea7d5a,browser_mp835qq4j4kymt,browser_mp835qq4j4kymt,w000011,1779615521.1941133,1779615641.1941133,data\session_20260524_101641_ea7d5a\data_graph\data_graph_120s\graph_012.json,1,0,onnx,w000011,False,True,False,False,,few_keystrokes(0),,
520,session_20260524_101641_ea7d5a,browser_mp835qq4j4kymt,browser_mp835qq4j4kymt,w000012,1779615641.1941133,1779615761.1941133,data\session_20260524_101641_ea7d5a\data_graph\data_graph_120s\graph_013.json,18,1,onnx,w000012,False,False,False,False,,,,
521,session_20260524_101641_ea7d5a,browser_mp835qq4j4kymt,browser_mp835qq4j4kymt,w000013,1779615761.1941133,1779615881.1941133,data\session_20260524_101641_ea7d5a\data_graph\data_graph_120s\graph_014.json,15,5,onnx,w000013,False,False,False,False,,,,
522,session_20260524_101641_ea7d5a,browser_mp835qq4j4kymt,browser_mp835qq4j4kymt,w000014,1779615881.1941133,1779616001.1941133,data\session_20260524_101641_ea7d5a\data_graph\data_graph_120s\graph_015.json,11,6,onnx,w000014,False,False,False,False,,,,
523,session_20260524_101641_ea7d5a,browser_mp835qq4j4kymt,browser_mp835qq4j4kymt,w000015,1779616001.1941133,1779616001.3047216,data\session_20260524_101641_ea7d5a\data_graph\data_graph_120s\graph_016.json,0,0,onnx,w000015,True,True,False,False,few_events(10),few_keystrokes(0),,
524,session_20260524_111728_f646d7,browser_mp835qq4j4kymt,browser_mp835qq4j4kymt,w000000,1779617848.8636005,1779617968.8636005,data\session_20260524_111728_f646d7\data_graph\data_graph_120s\graph_001.json,21,4,onnx,w000000,False,False,False,False,,,,
525,session_20260524_111728_f646d7,browser_mp835qq4j4kymt,browser_mp835qq4j4kymt,w000001,1779617968.8636005,1779618088.8636005,data\session_20260524_111728_f646d7\data_graph\data_graph_120s\graph_002.json,0,0,onnx,w000001,True,True,False,False,few_events(0),few_keystrokes(0),,
526,session_20260524_111728_f646d7,browser_mp835qq4j4kymt,browser_mp835qq4j4kymt,w000002,1779618088.8636005,1779618208.8636005,data\session_20260524_111728_f646d7\data_graph\data_graph_120s\graph_003.json,17,3,onnx,w000002,False,False,False,False,,,,
527,session_20260524_111728_f646d7,browser_mp835qq4j4kymt,browser_mp835qq4j4kymt,w000003,1779618208.8636005,1779618328.8636005,data\session_20260524_111728_f646d7\data_graph\data_graph_120s\graph_004.json,12,4,onnx,w000003,False,False,False,False,,,,
528,session_20260524_111728_f646d7,browser_mp835qq4j4kymt,browser_mp835qq4j4kymt,w000004,1779618328.8636005,1779618448.8636005,data\session_20260524_111728_f646d7\data_graph\data_graph_120s\graph_005.json,11,9,onnx,w000004,False,False,False,False,,,,
